longitude,latitude,Co_value(mol/m^2)
74.0543060302735,11.574480056762807,0.0223246067762374
74.0543060302735,11.714901281862954,0.0300508122891187
74.0543060302735,11.855322506963098,
74.0543060302735,11.99574373206324,0.026701845228672
74.0543060302735,12.136164957163386,
74.0543060302735,12.27658618226353,
74.0543060302735,12.417007407363675,
74.0543060302735,12.55742863246382,0.0252506770193576
74.0543060302735,12.697849857563964,0.0289870034903287
74.0543060302735,12.838271082664107,
74.0543060302735,12.978692307764252,0.0231446921825408
74.0543060302735,13.119113532864397,
74.0543060302735,13.25953475796454,0.0205272026360034
74.0543060302735,13.399955983064684,
74.0543060302735,13.540377208164829,0.0299972463399171
74.0543060302735,13.680798433264972,0.0260859467089176
74.0543060302735,13.821219658365118,
74.0543060302735,13.96164088346526,0.0242633894085884
74.0543060302735,14.102062108565406,
74.0543060302735,14.24248333366555,0.024048313498497
74.0543060302735,14.382904558765697,0.0338568165898323
74.0543060302735,14.52332578386584,
74.0543060302735,14.663747008965984,0.0313055515289306
74.0543060302735,14.804168234066127,0.0245036538690328
74.0543060302735,14.944589459166272,
74.0543060302735,15.085010684266416,0.0294466260820627
74.0543060302735,15.22543190936656,0.020029067993164
74.0543060302735,15.365853134466704,0.0287779625505208
74.0543060302735,15.506274359566849,
74.0543060302735,15.646695584666992,
74.0543060302735,15.787116809767138,0.0301746986806392
74.0543060302735,15.927538034867284,
74.0543060302735,16.067959259967427,
74.0543060302735,16.208380485067572,0.0247348267585039
74.0543060302735,16.348801710167713,
74.0543060302735,16.48922293526786,0.0259059071540832
74.0543060302735,16.629644160368002,
74.0543060302735,16.770065385468147,0.0264040566980838
74.0543060302735,16.91048661056829,
74.0543060302735,17.050907835668436,
74.0543060302735,17.19132906076858,
74.0543060302735,17.331750285868726,
74.0543060302735,17.47217151096887,0.0278228018432855
74.0543060302735,17.612592736069015,0.0319256372749805
74.0543060302735,17.75301396116916,0.0289649832993745
74.0543060302735,17.8934351862693,0.0204193834215402
74.0543060302735,18.033856411369445,
74.0543060302735,18.17427763646959,
74.0543060302735,18.31469886156973,0.0257584266364574
74.0543060302735,18.45512008666988,0.0246523227542638
74.1943060302735,11.574480056762807,
74.1943060302735,11.714901281862954,0.0293377470225095
74.1943060302735,11.855322506963098,0.0271442141383886
74.1943060302735,11.99574373206324,0.0363252311944961
74.1943060302735,12.136164957163386,0.0326713845133781
74.1943060302735,12.27658618226353,0.0319376774132251
74.1943060302735,12.417007407363675,0.0282548144459724
74.1943060302735,12.55742863246382,
74.1943060302735,12.697849857563964,0.0288071110844612
74.1943060302735,12.838271082664107,
74.1943060302735,12.978692307764252,0.025375472381711
74.1943060302735,13.119113532864397,
74.1943060302735,13.25953475796454,0.0215574000030756
74.1943060302735,13.399955983064684,0.028919456526637
74.1943060302735,13.540377208164829,
74.1943060302735,13.680798433264972,0.0263539087027311
74.1943060302735,13.821219658365118,0.0281835161149501
74.1943060302735,13.96164088346526,
74.1943060302735,14.102062108565406,0.0274368319660425
74.1943060302735,14.24248333366555,
74.1943060302735,14.382904558765697,0.0289230868220329
74.1943060302735,14.52332578386584,0.0248387735337018
74.1943060302735,14.663747008965984,0.0261711087077856
74.1943060302735,14.804168234066127,0.0297270994633436
74.1943060302735,14.944589459166272,0.0297117717564106
74.1943060302735,15.085010684266416,0.0260960757732391
74.1943060302735,15.22543190936656,
74.1943060302735,15.365853134466704,0.0281235072761774
74.1943060302735,15.506274359566849,
74.1943060302735,15.646695584666992,0.0263244193047285
74.1943060302735,15.787116809767138,0.0200462695211172
74.1943060302735,15.927538034867284,
