longitude,latitude,Hcho_value(mol/m^2)
76.22574615478533,8.076525688171444,0.0001493970776209
76.22574615478533,8.21655300336012,-3.451473094173707e-05
76.22574615478533,8.356580318548797,7.246377936098725e-05
76.22574615478533,8.496607633737474,0.0002549900964368
76.22574615478533,8.636634948926151,0.0006128615350462
76.22574615478533,8.776662264114828,0.0001160845349659
76.22574615478533,8.916689579303505,-0.0001387360243825
76.22574615478533,9.05671689449218,6.478677096311003e-05
76.22574615478533,9.196744209680856,-1.6784736089903165e-06
76.22574615478533,9.336771524869532,0.0001720595173537
76.22574615478533,9.47679884005821,-0.000189175189007
76.22574615478533,9.616826155246889,0.0001486063556512
76.22574615478533,9.756853470435564,0.0001450823619961
76.22574615478533,9.89688078562424,0.0001319555885856
76.22574615478533,10.036908100812918,-0.0001363537885481
76.22574615478533,10.176935416001594,-6.073525582905859e-05
76.22574615478533,10.316962731190271,-0.0001022388532874
76.22574615478533,10.456990046378948,3.383447619853541e-05
76.22574615478533,10.597017361567625,4.2536990804364905e-05
76.22574615478533,10.737044676756302,0.0005503494176082
76.22574615478533,10.877071991944977,4.348405855125748e-05
76.22574615478533,11.017099307133654,3.931481842300855e-05
76.22574615478533,11.15712662232233,8.864544361131266e-05
76.22574615478533,11.297153937511007,-2.716930248425342e-05
76.22574615478533,11.437181252699684,5.94185694353655e-05
76.22574615478533,11.57720856788836,5.627584323519841e-05
76.22574615478533,11.717235883077038,0.0003968302917201
76.22574615478533,11.857263198265716,2.0637253328459337e-05
76.22574615478533,11.997290513454391,7.570481830043718e-05
76.22574615478533,12.137317828643068,8.36106701171957e-05
76.22574615478533,12.277345143831743,9.4037655799184e-05
76.22574615478533,12.41737245902042,-5.250071262707934e-05
76.22574615478533,12.5573997742091,1.9560528016882017e-05
76.22574615478533,12.697427089397774,0.0001975265331566
76.22574615478533,12.837454404586452,0.0001092611419153
76.22574615478533,12.977481719775128,0.000271415192401
76.22574615478533,13.117509034963804,-8.757301839068532e-05
76.22574615478533,13.25753635015248,0.0002932296483777
76.22574615478533,13.397563665341158,0.0001500878861406
76.22574615478533,13.537590980529837,0.0001978962536668
76.36574615478533,8.076525688171444,0.000142102871905
76.36574615478533,8.21655300336012,2.299611651324085e-06
76.36574615478533,8.356580318548797,-4.599493695423007e-05
76.36574615478533,8.496607633737474,0.0002099032426485
76.36574615478533,8.636634948926151,2.613948254293064e-06
76.36574615478533,8.776662264114828,0.0001061055954778
76.36574615478533,8.916689579303505,-1.0377038961451037e-05
76.36574615478533,9.05671689449218,1.4535694390360732e-06
76.36574615478533,9.196744209680856,-1.513821098342305e-05
76.36574615478533,9.336771524869532,0.0001535225310362
76.36574615478533,9.47679884005821,9.15362215891946e-06
76.36574615478533,9.616826155246889,0.0001072256782208
76.36574615478533,9.756853470435564,-5.182221866562031e-05
76.36574615478533,9.89688078562424,2.075313386740163e-05
76.36574615478533,10.036908100812918,1.4486234249488916e-05
76.36574615478533,10.176935416001594,0.0001076904009096
76.36574615478533,10.316962731190271,0.0001831659319577
76.36574615478533,10.456990046378948,-8.941267878981307e-06
76.36574615478533,10.597017361567625,6.949552243895596e-06
76.36574615478533,10.737044676756302,9.47454827837646e-05
76.36574615478533,10.877071991944977,0.0001182920022984
76.36574615478533,11.017099307133654,7.580072997370735e-05
76.36574615478533,11.15712662232233,-3.964452480431646e-05
76.36574615478533,11.297153937511007,1.3196037798479663e-05
76.36574615478533,11.437181252699684,9.505321213509887e-05
76.36574615478533,11.57720856788836,2.022468470386229e-05
76.36574615478533,11.717235883077038,0.0001047889891196
76.36574615478533,11.857263198265716,0.000118369134725
76.36574615478533,11.997290513454391,7.958344940561801e-05
76.36574615478533,12.137317828643068,7.560143421869725e-05
76.36574615478533,12.277345143831743,-2.9648123017977923e-05
76.36574615478533,12.41737245902042,6.198586197569966e-05
76.36574615478533,12.5573997742091,0.0001328182697761
76.36574615478533,12.697427089397774,3.826585816568695e-05
76.36574615478533,12.837454404586452,-2.843003676389344e-05
76.36574615478533,12.977481719775128,8.909770258469507e-05
76.36574615478533,13.117509034963804,6.110573303885758e-05
76.36574615478533,13.25753635015248,7.982707757037133e-05
76.36574615478533,13.397563665341158,-1.7526945157442242e-05
76.36574615478533,13.537590980529837,0.0001214223084389
76.50574615478533,8.076525688171444,0.0001975792838493
76.50574615478533,8.21655300336012,1.0740733102920785e-07
76.50574615478533,8.356580318548797,0.0003346483281347
76.50574615478533,8.496607633737474,0.0001104332986869
76.50574615478533,8.636634948926151,6.016774932504632e-05
76.50574615478533,8.776662264114828,0.0001857611059676
76.50574615478533,8.916689579303505,4.509835707722232e-05
76.50574615478533,9.05671689449218,6.081977699068375e-05
76.50574615478533,9.196744209680856,0.0001526869600638
76.50574615478533,9.336771524869532,4.1077590140048414e-05
76.50574615478533,9.47679884005821,0.0001059250207617
76.50574615478533,9.616826155246889,7.64108044677414e-05
76.50574615478533,9.756853470435564,8.726875967113301e-05
76.50574615478533,9.89688078562424,0.0001586487924214
76.50574615478533,10.036908100812918,0.0001416307059116
76.50574615478533,10.176935416001594,-4.123436610825593e-06
76.50574615478533,10.316962731190271,2.8663885132118594e-06
76.50574615478533,10.456990046378948,-3.128900789306499e-05
76.50574615478533,10.597017361567625,2.7458056138129905e-05
76.50574615478533,10.737044676756302,-0.0001463275839341
76.50574615478533,10.877071991944977,5.972844883217476e-05
76.50574615478533,11.017099307133654,6.59031793475151e-05
76.50574615478533,11.15712662232233,-8.021951362024993e-05
